AY,Institution,Position,Address,Link,TrackType,DateAdded,DateAdded2,Description,,,
2013-2014,"U of North Carolina, Greensboro","Assistant Professor, Rhetoric & Composition [20179]","Greensboro, NC 27412",https://apply.interfolio.com/23743,TT,11/01/2013,2013-11-01,"The Department of English at the University of North Carolina Greensboro invites applicants for a tenure-track Assistant Professor position in rhetoric and composition, specializing in digital rhetoric/composition, to begin August 1, 2014. The successful applicant will teach courses in rhetoric and writing at the undergraduate and graduate level, will advise undergraduates and contribute to the supervision of M.A and Ph.D. students, and will pursue research related to digital rhetoric or digital composing, broadly understood to include projects with pedagogical, historical, theoretical or programmatic implications. Approaches that contribute to the broad areas of pedagogy, theories of rhetoric, or literacy studies are particularly welcome.We offer competitive salary, a 2/2 teaching load, and opportunities to develop research agendas, build cross-disciplinary collaborations, and teach in a department committed to equity, access and excellence.Minimum Qualifications:This Assistant Professor position requires a Ph.D. Candidates for whom the Ph.D. has not been conferred as of 8/1/2014 will be considered for an initial appointment at the rank of non-tenure track Instructor. Policies regarding appointment at the Instructor rank can be found at provost.uncg.edu/documents/personnel/tenure.pdf .UNCG is a doctoral granting university with a professionally active English department of 35 faculty and flourishing graduate programs. We are especially proud of our diverse student body—including those of multiple ethnic/racial, ability, religious, and economic backgrounds—which is the most diverse of any of the 17 campuses in the UNC system. We seek to attract an equally diverse applicant pool for this position including women and members of minority groups. An EEO/AA employer, we have a strong commitment to increasing faculty diversity. The city of Greensboro offers an affordable, superior quality of life, with numerous cultural and recreational opportunities.All application materials must be electronically submitted through the UNCG JobSearch site: go to https://jobsearch.uncg.edu/ and follow the directions for New Users at the bottom of the page. Initial application should include: letter of application, current CV, statement of teaching philosophy, unofficial transcript, and a list of three references. Letters of application should be addressed to Dr. Hephzibah Roskelly, Search Chair. Review of applications will begin immediately and continue until the position is filled.",,,
2013-2014,Hampton U,Assistant Professor of English [20308],"Hampton, VA 23668",https://apply.interfolio.com/23904,TT,11/18/2013,2013-11-18,,,,
2013-2014,Hampton U,Assistant Professor of English [20308],"Hampton, VA 23668",https://apply.interfolio.com/23904,TT,11/18/2013,2013-11-18,,,,
2013-2014,Dartmouth C,Neukom Fellows at Dartmouth C [20103],"Hanover, NH 03755",https://apply.interfolio.com/23662,NTT,10/22/2013,2013-10-22,,,,
2013-2014,Dartmouth C,Assistant or Associate Director for Program Development [20348],"Hanover, NH 03755",http://apply.interfolio.com/23947,TT,11/11/2013,2013-11-11,,,,
2013-2014,Dartmouth C,Interim Director of Student Support Services [21089],"Hanover, NH 03755",https://apply.interfolio.com/25126,NTT,06/01/2014,2014-06-01,,,,
2013-2014,SC Governors School for Science & Math,English Instructor [20251],"Hartsville, SC 29550",https://apply.interfolio.com/23842,NTT,11/07/2013,2013-11-07,,,,
2013-2014,Hastings C,Assistant Professor of English [20175],"Hastings, NE 68902",https://apply.interfolio.com/23741,TT,11/04/2013,2013-11-04,,,,
2013-2014,U of Southern Mississippi,"Assistant Professor, Professional Writing and Public Discourse [19334]","Hattiesburg, MS 39406",https://apply.interfolio.com/22421,TT,09/03/2013,2013-09-03,"The Department of English at The University of Southern Mississippi invites applications for a tenure-track position in professional writing and public discourse to begin Fall 2014. The successful candidate will conduct and publish research, teach courses in professional/technical writing, editing, and first-year and advanced composition, and develop additional advanced writing courses. Minimum qualifications include a Ph.D. in English, rhetoric and composition, or professional/technical writing, evidence of an active research agenda, and a commitment to teaching and service. Candidates with research and teaching interests that link professional/technical writing with public discourse, writing in the disciplines, online learning, and/or digital media are especially encouraged to apply. Position is contingent on funding. Application letter, CV, teaching philosophy, writing sample (20-25 pages), unofficial graduate transcripts, and three letters of recommendation must be submitted to http://www.usm.edu/employment-hr/ by November 1, 2013, to ensure full consideration. The University of Southern Mississippi is an AA/EO employer.",,,
2013-2014,Haverford C,Writing Fellows for the C Writing Program [20896],"Haverford, PA 19041",http://apply.interfolio.com/24659,NTT,03/12/2014,2014-03-12,,,,
2013-2014,Carroll C,Assistant Professor of English [20393],"Helena, MT 59625",https://apply.interfolio.com/24048,TT,11/01/2013,2013-11-01,,,,
2013-2014,Hofstra U,Two Anticipated Faculty Openings for Writing Studies and Composition [20338] - Position 1 TPC,"Hempstead, NY 11549",https://apply.interfolio.com/24003,TT,11/19/2013,2013-11-19,,,,
2013-2014,Hofstra U,Two Anticipated Faculty Openings for Writing Studies and Composition [20338] - Position 2 WAC,"Hempstead, NY 11549",https://apply.interfolio.com/24003,TT,11/19/2013,2013-11-19,,,,
2013-2014,Nevada SC,Assistant Professor of Rhetoric and Composition/Writing Center Director [19676],"Henderson, NV 89002",https://apply.interfolio.com/23009,TT,09/19/2013,2013-09-19,,,,
2013-2014,Michigan Tech U,Assistant Professor of Professional and Technical Communication [19783],"Houghton, MI 49931",https://apply.interfolio.com/23134,TT,09/30/2013,2013-09-30,,,,
2013-2014,Michigan Tech U,Assistant Professor of Rhetoric and Composition [19841],"Houghton, MI 49931",https://apply.interfolio.com/23261,TT,10/01/2013,2013-10-01,,,,
2013-2014,"U of Houston, Clear Lake",Assistant Professor of Writing [19764],"Houston, TX 77058",https://apply.interfolio.com/23124,TT,10/01/2013,2013-10-01,,,,
2013-2014,Indiana U of Pennsylvania,"Assistant Professor, Composition Studies [20033]","Indiana, PA 15705",https://apply.interfolio.com/23535,TT,10/16/2013,2013-10-16,,,,
2013-2014,Indiana U of Pennsylvania,"Assistant Professor, English/Writing Studies [20034]","Indiana, PA 15705",https://apply.interfolio.com/23536,TT,10/16/2013,2013-10-16,,,,
2013-2014,U of Indianapolis,Non-Tenure-Track Instructor or Assistant Professor of English: Composition/Rhetoric [20909],"Indianapolis, IN 46227",https://apply.interfolio.com/24704,NTT,03/26/2014,2014-03-26,,,,
2013-2014,U of Iowa,Assistant Professor of Creative Nonfiction & Creative Writing [20108],"Iowa City, IA 52242",https://apply.interfolio.com/23646,TT,10/22/2013,2013-10-22,,,,
2013-2014,"U of California, Irvine",Assistant Professor: Rhetoric and Composition/Academic English [20307],"Irvine, CA 92697",https://apply.interfolio.com/23903,TT,11/13/2014,2014-11-13,"The Department of English at the University of California, Irvine seeks an Assistant Professor.Required: PhD with concentration in Rhetoric and Composition and a specialty in one of the following: ESL, TESL, Applied Linguistics, Historical Linguistics, or related field. An active scholarly and research agenda is required, as well as experience in ESL composition and assessment. Preference will be given to applicants who have experience teaching multilingual student populations and who have an interest in administration of an ESL/ELL program. Appointment will be made in a vibrant Department of English with strengths in literary theory and criticism, literary journalism, and creative writing.The University of California is an equal opportunity employer committed to excellence through diversity and strongly encourages applications from all qualified applicants, including women and minorities. UCI is responsive to the needs of dual-career couples, is dedicated to work-life balance through an array of family-friendly policies, and is the recipient of an NSF Advance Award for gender equity.Position begins July 1, 2014 and the fall quarter begins late September 2014. Interested applicants must submit cover letter, curriculum vitae, and three letters of recommendation via UC Irvines on-line application system, RECRUIT, located at https://recruit.ap.uci.edu/apply/JPF02182. Review of applications begins December 1. Interviews of selected candidates will be conducted at the MLA in Chicago (January 9-12, 2014).For questions, please contact Jonathan Alexander at jfalexan@uci.edu",,,
2013-2014,Millsaps C,Writing Center Coordinator [20476],"Jackson, MS 39210",https://apply.interfolio.com/24138,NTT,12/12/2013,2013-12-12,,,,
2013-2014,Podomoro U (Babson Global),Assistant Professor of English Rhetoric [21072],"Jakarta, Indonesia",http://apply.interfolio.com/25048,TT,05/21/2014,2014-05-21,,,,
2013-2014,New Jersey City U,Assistant Professor of English -- Composition/Rhetoric Studies [20086],"Jersey City, NJ 07305",http://apply.interfolio.com/23631,TT,10/14/2013,2013-10-14,,,,
2013-2014,U of Alaska Southeast,Assistant Professor of English / Humanities [19709],"Juneau, AK 99801",https://apply.interfolio.com/23110,TT,09/20/2013,2013-09-20,,,,
2013-2014,"U of Maryland UC, Asia",Collegiate Faculty [20631],"Kaiserslautern, Germany",https://apply.interfolio.com/24299,NTT,01/15/2013,2013-01-15,"UMUC has undergraduate education programs on overseas U.S. military installations and seeks experienced faculty to teach writing and/or speech to America’s deployed troops in Europe and Asia. Faculty live off-base, commute by car to classes, and change teaching locations 3-5 times per year. Full-privilege, base access cards allow utilization of on-base gyms, commissaries, gas stations, shopping (PX, BX or NEX), banks, libraries, tour agencies, and post offices. Most teaching assignments are on U.S. military bases in Germany, England, Italy, Japan and South Korea. Master’ degree required. Applicants must be eligible for individual logistical support in host countries and a favorable background check. Excellent benefits package, including travel expense reimbursement, health and retirement plans and generous compensation package that includes base pay, housing allowance, session relocation stipend, currency adjustment, and optional overload teaching pay. UMUC will cover costs of travel to/from the initial/final assigned destinations.",,,
2013-2014,"Penn State U, New Kensington",Assistant Professor of English and Composition Coordinator [20786],"Kensington, PA 15068",https://apply.interfolio.com/24511,TT,02/20/2014,2014-02-20,,,,
2013-2014,Kent SU,994757 - Faculty Tenure-Track 9 mo. [20662],"Kent, OH 44242",https://apply.interfolio.com/24352,TT,01/24/2013,2013-01-24,,,,
2013-2014,U of Rhode Island,"Assistant Professor of Writing & Rhetoric, Multi-Modal Composing [19770]","Kingston, RI 02881",https://apply.interfolio.com/23126,TT,09/25/2013,2013-09-25,,,,
2013-2014,"Texas A&M U, Kingsville",Assistant Professor of English [20312],"Kingsville, TX 78363",https://apply.interfolio.com/23905,TT,11/15/2013,2013-11-15,,,,
2013-2014,"U of Wisconsin, La Crosse",Assistant Professor of English/Journalism and New Media Studies [19975],"La Crosse, WI 54601",https://apply.interfolio.com/23436,TT,10/07/2013,2013-10-07,,,,
2013-2014,"U of California, San Diego",Academic Coordinator/Lecturer [20094],"La Jolla, CA 92093",https://apply.interfolio.com/23638,NTT,10/21/2013,2013-10-21,,,,
2013-2014,Keystone C,Assistant Professor of English (Full Time Tenure Track) [20458],"La Plume, PA 18440",https://apply.interfolio.com/24132,TT,12/10/2013,2013-12-10,,,,
2013-2014,"U of Louisiana, Lafayette",Assistant/Associate Professor of English [20673],"Lafayette, LA 70504",https://apply.interfolio.com/24353,TT,01/27/2014,2014-01-27,,,,
2013-2014,Brigham Young U-Hawaiʻi,English Professor (Rank Open) [19822],"Laie, HI 96762",https://apply.interfolio.com/23254,TT,09/30/2013,2013-09-30,,,,
2013-2014,Florida Southern C,Grant Writer [19940],"Lakeland, FL 33801",https://apply.interfolio.com/23459,NTT,10/08/2013,2013-10-08,,,,
2013-2014,U of Wyoming,Assistant Professor of English [20013],"Laramie, WY 82071",https://apply.interfolio.com/23585,TT,10/15/2013,2013-10-15,,,,
2013-2014,New Mexico Highlands U,Assistant Professor of English Tenure-Track (English Language and Linguistics) [20834],"Las Vegas, NM 87701",https://apply.interfolio.com/24585,TT,02/28/2014,2014-02-28,,,,
2013-2014,U of Kansas,Assistant Professor of English [19451],"Lawrence, KS 66045",https://apply.interfolio.com/22466,TT,09/13/2013,2013-09-13,,,,
2013-2014,Virginia Military Inst,Assistant Professor of English [19422],"Lexington, VA 24450",https://apply.interfolio.com/22449,TT,09/05/2013,2013-09-05,,,,
2013-2014,Virginia Military Inst,Assistant Professor of English [20816],"Lexington, VA 24450",https://apply.interfolio.com/24538,TT,02/27/2014,2014-02-27,,,,
2013-2014,U of Nebraska,Assistant Professor of English [19465],"Lincoln, NE 68588",https://apply.interfolio.com/22478,TT,09/06/2013,2013-09-06,,,,
2013-2014,"U of Arkansas, Little Rock",Professor of Professional Writing [20837],"Little Rock, AR 72204",https://apply.interfolio.com/24586,NTT,03/07/2014,2014-03-07,,,,
2013-2014,Utah SU,Assistant Professor of Technical and Professional Communication [19810],"Logan, UT 84322",http://apply.interfolio.com/23174,NTT,09/27/2013,2013-09-27,,,,
2013-2014,"California SU, Long Beach",Associate or Full Professor of English [19877],"Long Beach, CA 90840",https://apply.interfolio.com/23280,TT,10/02/2013,2013-10-02,"California State U, Long BeachEnglish, 1250 Bellflower Blvd., Long Beach, CA 90840Associate or Full Professor of Englishhttp://www.csulb.eduAssociate/Full Professor of English and Director, Writing Across the Curriculum. Minimum Qualifications: Ph.D. in Rhetoric and Composition or closely related field. Academic qualifications appropriate to rank of Associate or Full Professor. We are screening applicants for their demonstrated effectiveness teaching writing on multiple levels; record of successful research and publication appropriate to Associate/Full Professor; and their commitment to educate effectively a diverse student population. Desired/Preferred Qualifications: Demonstrated experience with university writing programs to include writing program development and writing assessment; training faculty to teach writing; leading initiatives in writing across the disciplines; developing writing intensive upper division courses; knowledge of current writing across the curriculum theory and practice; knowledge of digital and multimodal rhetoric and use of digital portfolios. We especially encourage women and persons of color to apply.For full job description, including teaching duties, please see our department or university websites: http://www.csulb.edu/colleges/cla/departments/english/employment/ or http://www.csulb.edu/division/aa/personnel/. Further inquiries via e-mail should be addressed to Janice Young (jan.young@csulb.edu). CSULB is an equal opportunity employer.",,,
2013-2014,"CUNY, LaGuardia Comm C",Assistant Professor of English [20480],"Long Island City, NY 11101",https://apply.interfolio.com/24139,TT,12/12/2013,2013-12-12,"The Department of English, LaGuardia Community College, invites applications for multiple tenure track positions at the Assistant Professor level. The Assistant Professor will teach developmental writing, college composition, and literature; provide academic advisement for students; actively participate in departmental affairs, including curriculum development and professional development activities; make significant contributions to the life of the college; and be engaged in scholarly activities, including conference participation and publications. QUALIFICATIONS: Ph.D. in English or related field required. Significant scholarly and/or related professional activity preferred. Candidates must have experience in teaching an urban student population including ESL and immigrant students; knowledge of current composition theory and new educational technology; familiarity with student-centered learning, learning communities and innovative approaches to teaching writing and literature preferred. Also required are the ability to teach successfully, interest in scholarship, and ability to cooperate with others for the good of the institution. COMPENSATION CUNY offers faculty a competitive compensation and benefits package covering health insurance, pension and retirement benefits, paid parental leave, and savings programs. We also provide mentoring and support for research, scholarship, and publication as part of our commitment to ongoing faculty professional development. Assistant Professor: $42,873 - $81,645 HOW TO APPLY Visit www.cuny.edu, access the employment page, log in or create a new user account, and search for this vacancy using the Job ID or Title. Select Apply Now and provide the requested information. Candidates should provide a CV/resume and cover letter that includes a description of scholarly interests.",,,
2013-2014,U of Southern California,"Full-Time Non-Tenure-Track Positions, Writing [20093]","Los Angeles, CA 90089",https://apply.interfolio.com/23637,NTT,10/21/2013,2013-10-21,,,,
2013-2014,U of Louisville,"Assistant Professors, Rhetoric and Composition, U of Louisville, Fall 2014 [19932]","Louisville, KY 40292",https://apply.interfolio.com/23465,TT,10/08/2013,2013-10-08,,,,
2013-2014,"U of Massachusetts, Lowell",Lecturer (NTT) - ESL [20692],"Lowell, MA 01854",https://apply.interfolio.com/24386,NTT,02/03/2013,2013-02-03,,,,
2013-2014,Texas Tech U,Technical Communication and Rhetoric [19968],"Lubbock, TX 79409",https://apply.interfolio.com/23445,TT,10/09/2013,2013-10-09,"Texas Tech University’s Technical Communication & Rhetoric program invites applications for a tenure-track job at the rank of Assistant Professor (9-month). Desired areas of specialization include technical communication practice and theory, rhetoric and composition theory, and multimedia composing and/or digital rhetorics. Preference will be given to applicants who hold a PhD in technical communication, composition and rhetoric, or a related field at time of appointment. Applicants should demonstrate a strong record of research and publications in technical communication, rhetoric, and/or composition.Teaching load is a 2-2 for the first two years, and 3/2 afterwards, with reductions available for administrative activities and graduate committee work. Teaching includes graduate courses in area of applicant’s interest. The successful applicant will work closely with our robust graduate student population, joining a large and vibrant program with 15 tenure-line faculty and over 100 graduate students. Texas Tech offers a BA in Technical Communication, an MA in Technical Communication (onsite and online), and a PhD in Technical Communication & Rhetoric (onsite and online). The program resides in the Department of English, which offers excellent facilities, including computer classrooms, the Usability Research Lab, and the Multimedia Lab. TTU is an Equal Opportunity /Affirmative Action Employer, and it encourages applications from minorities, persons with disabilities, and women.To apply, please submit a CV, a letter of application, and a writing sample to http//jobs.texastech.edu/postings/57736 or search for requisition #89798. Review of applications will begin immediately and continue until the position is filled.",,,
2013-2014,Southern New Hampshire U,MFA Administrative Director [20901],"Manchester, NH 03106",https://apply.interfolio.com/24702,NTT,03/25/2014,2014-03-25,,,,
2013-2014,Kansas SU,"Assistant Professor, Rhetoric and Composition, Writing Center Director [19586]","Manhattan, KS 66506",https://apply.interfolio.com/22768,TT,09/14/2013,2013-09-14,,,,
2013-2014,Southern Polytechnic SU,Assistant Professor of English [20823],"Marietta, GA 30060",https://apply.interfolio.com/24581,TT,03/03/2014,2014-03-03,,,,
2013-2014,Southern Polytechnic SU,Lecturer of English [20824],"Marietta, GA 30060",https://apply.interfolio.com/24582,NTT,03/03/2014,2014-03-03,,,,
2013-2014,Northwest Missouri SU,"Assistant Professor of English with Specialization, Composition & Rhetoric [19985]","Maryville, MO 64468",https://apply.interfolio.com/23431,TT,10/10/2013,2013-10-10,,,,
2013-2014,Northwest Missouri SU,"Assistant Professor of English with Specialization, Composition & Rhetoric [19987]","Maryville, MO 64468",https://apply.interfolio.com/23430,TT,10/11/2013,2013-10-11,,,,
2013-2014,Maryville C,Visiting Instructor of English [20346],"Maryville, TN 37804",https://apply.interfolio.com/23976,NTT,11/20/2013,2013-11-20,,,,
2013-2014,Christian Brothers U,"Assistant Professor of English or Rhetoric and Composition (3-year contract, with option to renew [20156]","Memphis, TN 38104",https://apply.interfolio.com/23772,TT,10/29/2013,2013-10-29,,,,
2013-2014,"U of Wisconsin, Stout",Assistant Professor of Professional/Technical Communication and Emerging Media [19152],"Menomonie, WI 54751",https://apply.interfolio.com/22236,TT,08/15/2013,2013-08-15,,,,
2013-2014,Barry U,Assistant Professor of English (Comp/Rhet) & Coordinator of Multilingual Writing Pedagogy [20361],"Miami Shores, FL 33161",https://apply.interfolio.com/24041,TT,11/27/2013,2013-11-27,,,,
2013-2014,Barry U,Assistant Professor of English (Composition/Rhetoric) [20367],"Miami Shores, FL 33161",https://apply.interfolio.com/24039,TT,11/27/2013,2013-11-27,,,,
2013-2014,Georgia C & SU,Assistant Professor of English (Composition/Rhetoric) [19305],"Milledgeville, GA 31061",https://apply.interfolio.com/22406,TT,08/27/2013,2013-08-27,,,,
2013-2014,Marquette U,Assistant Professor of English (Rhetoric and Composition) [19319],"Milwaukee, WI 53201",https://apply.interfolio.com/22413,TT,09/03/2013,2013-09-03,,,,
2013-2014,Milwaukee Sch of Engineering,General Studies Faculty [20736],"Milwaukee, WI 53202",https://apply.interfolio.com/24443,NTT,02/12/2014,2014-02-12,,,,
2013-2014,Minot SU,English Tenure Track: Writing [21082],"Minot, ND 58707",https://apply.interfolio.com/25120,TT,05/30/2014,2014-05-30,,,,
2013-2014,Mississippi SU,Instructor of Writing and Literature [20677],"Mississippi State, MS 39762",https://apply.interfolio.com/24355,NTT,02/01/2014,2014-02-01,,,,
2013-2014,U of South Alabama,Visiting Instructor [21097],"Mobile, AL 36688",https://apply.interfolio.com/25161,NTT,06/11/2014,2014-06-11,,,,
2013-2014,"Auburn U, Montgomery",Assistant Professor of Composition [20686],"Montgomery, AL 36124",https://apply.interfolio.com/24384,TT,01/06/2014,2014-01-06,,,,
2013-2014,New Economic School,Lecturer of English [20738],"Moscow, Russia",https://apply.interfolio.com/24444,NTT,02/15/2014,2014-02-15,,,,
2013-2014,Berry C,Visiting Assistant Professor/Instructor of Composition and Rhetoric [20619],"Mt Berry, GA 30149",https://apply.interfolio.com/24260,NTT,01/09/2014,2014-01-09,,,,
2013-2014,Ball SU,Assistant Professor/Rhetoric and Composition [20095],"Muncie, IN 47306",https://apply.interfolio.com/23639,TT,10/22/2013,2013-10-22,,,,
2013-2014,Ball SU,Contract Faculty Position/Writing Instructor [21054],"Muncie, IN 47306",https://apply.interfolio.com/25032,NTT,05/19/2014,2014-05-19,,,,
2013-2014,Stephen F Austin SU,Assistant Professor of Rhetoric and Composition [19923],"Nacogdoches, TX 75962",https://apply.interfolio.com/23468,TT,10/07/2013,2013-10-07,,,,
2013-2014,North Central C,English [20992],"Naperville, IL 60540",https://apply.interfolio.com/24838,NTT,04/09/2014,2014-04-09,,,,
2013-2014,Cottey C,Assistant Professor of English [19320],"Nevada, MO 64772",https://apply.interfolio.com/22608,TT,09/02/2013,2013-09-02,,,,
2013-2014,Central Connecticut SU,Director of Composition [19911],"New Britain, CT 06050",https://apply.interfolio.com/23477,TT,10/04/2013,2013-10-04,,,,
2013-2014,Yale-NUS C,"Research Associate to the President, Yale-NUS C [20343]","New Haven, CT 06520",https://apply.interfolio.com/23990,NTT,11/19/2013,2013-11-19,,,,
2013-2014,"Penn State U, New Kensington",Lecturer of English/Professional Writing [20128],"New Kensington, PA 15068",https://apply.interfolio.com/23672,NTT,10/24/2013,2013-10-24,,,,
2013-2014,Tulane U,Post-Doctoral Teaching Fellowships [20784],"New Orleans, LA 70118",http://apply.interfolio.com/24484,NTT,02/21/2014,2014-02-21,,,,
2013-2014,Fashion IoT,"Full-Time, Tenure-track Faculty Digital Rhetoric and Writing at FIT [19916]","New York, NY 10001",https://apply.interfolio.com/23475,TT,10/04/2013,2013-10-04,,,,
2013-2014,Fashion IoT,"Full-Time, Tenure-track Faculty Digital Rhetoric and Writing at FIT [20803]","New York, NY 10001",https://apply.interfolio.com/24533,TT,02/24/2014,2014-02-24,,,,
2013-2014,New York U,"FULL-TIME CLINICAL ASSISTANT PROFESSOR, FIRST-YEAR PROGRAM (WRITING AND VISUAL ARTS) [20072]","New York, NY 10003",https://apply.interfolio.com/23627,NTT,10/18/2013,2013-10-18,,,,
2013-2014,Modern Language Association,"Indexer, MLA International Bibliography [19893]","New York, NY 10004",https://apply.interfolio.com/23260,NTT,10/04/2013,2013-10-04,,,,
2013-2014,"Baruch C, CUNY",Assistant or Associate Professor and Director of the Writing Program [19937],"New York, NY 10010",https://apply.interfolio.com/23462,TT,10/08/2013,2013-10-08,,,,
2013-2014,"Baruch C, CUNY",Director of Writing Program (Assistant or Associate Professor) - English [20071],"New York, NY 10010",https://apply.interfolio.com/23626,TT,10/18/2013,2013-10-18,,,,
2013-2014,New York U Shanghai,LANGUAGE LECTURER - ENGLISH FOR ACADEMIC PURPOSES [20592],"New York, NY 10012",https://apply.interfolio.com/24232,NTT,01/03/2014,2014-01-03,,,,
2013-2014,CUNY Graduate Center,Digital Humanities Manager (Academic Program Manager) [20809],"New York, NY 10016",https://apply.interfolio.com/24534,NTT,02/26/2014,2014-02-26,,,,
2013-2014,The New York Public Library,Humanities Curator [20922],"New York, NY 10016",https://apply.interfolio.com/24747,NTT,03/31/2014,2014-03-31,,,,
2013-2014,Marymount Manhattan C,Assistant Professor of Academic Writing [20454],"New York, NY 10021",https://apply.interfolio.com/24128,TT,12/09/2013,2013-12-09,,,,
2013-2014,Columbia U,Lecturer,"New York, NY 10027",https://apply.interfolio.com/24302,NTT,01/14/2014,2014-01-14,,,,
2013-2014,"City C, CUNY","Assistant and Associate Professors, Composition and Rhetoric (English) [19665]","New York, NY 10031",https://apply.interfolio.com/22929,TT,09/20/2013,2013-09-20,,,,
2013-2014,Pace U,Assistant Professor - Rhetoric and Composition [20276],"New York, NY 10038",https://apply.interfolio.com/23910,TT,11/11/2013,2013-11-11,,,,
2013-2014,Christopher Newport U,"Lecturer, English (Environmental Rhetoric & Science Writing) [19771]","Newport News, VA 23606",https://apply.interfolio.com/23127,NTT,09/25/2013,2013-09-25,,,,
2013-2014,Christopher Newport U,Assistant Professor of English (Rhetoric & Composition) [19992],"Newport News, VA 23606",https://apply.interfolio.com/23474,TT,10/11/2013,2013-10-11,,,,
2013-2014,Old Dominion U,Assistant Professor - Rhetorical Studies [19638],"Norfolk, VA 23529",https://apply.interfolio.com/22914,TT,09/17/2013,2013-09-17,,,,
2013-2014,Old Dominion U,"Senior-Level Appointment, Writing Studies [19640]","Norfolk, VA 23529",https://apply.interfolio.com/22915,NTT,09/17/2013,2013-09-17,,,,
2013-2014,U of Oklahoma,"Assistant or Associate Professor of English, Composition and Rhetoric [19702]","Norman, OK 73019",https://apply.interfolio.com/23108,TT,09/20/2013,2013-09-20,,,,
2013-2014,Massachusetts C of Lib Arts,Assistant Professor of English –- Digital Journalism [20533],"North Adams, MA 01247",https://apply.interfolio.com/24193,TT,12/19/2014,2014-12-19,,,,
2013-2014,Merrimack C,Assistant Professor of Contemporary Literataure [20787],"North Andover, MA 01845",http://apply.interfolio.com/24512,TT,02/21/2014,2014-02-21,,,,
2013-2014,"U of Massachusetts, Dartmouth","Assistant Professor, Director, First Year English [20256]","North Dartmouth, MA 02747",https://apply.interfolio.com/23838,TT,11/07/2013,2013-11-07,,,,
2013-2014,"U of Massachusetts, Dartmouth",Assistant Professor - Public Relations [20260],"North Dartmouth, MA 02747",https://apply.interfolio.com/23831,TT,11/07/2013,2013-11-07,,,,
2013-2014,"California SU, Northridge",Assistant Professor of English [20052],"Northridge, CA 91330",https://apply.interfolio.com/23542,TT,10/17/2013,2013-10-17,"Tenure track. Ph.D. in Rhetoric/Composition or terminal degree in related field, awarded prior to August 20, 2014. Preferred primary interests include developmental writing, composition theory and pedagogy, and connections between rhetoric and composition. Desirable secondary interests include Writing Program Administration, multilingual writers, cultural rhetorics, language study, and/or professional/creative writing. Evidence of teaching effectiveness and potential for publication in field of specialization required. Faculty expected to teach undergraduate and graduate courses in their specialization as well as General Education courses. Applicants must demonstrate leadership qualities, the ability to work collaboratively, and a commitment to working with a racially, ethnically, and culturally diverse student population drawn largely from the Los Angeles area, as well as with international students. Scholarship and service also required. Standard teaching load is 4/4 (3/3 in the first two years), although competition-based reassigned time is normally available for scholarship and reassigned time may accompany some administrative duties. Review full job announcement on department website. Send letter of application, c.v., writing sample, 3 confidential letters of recommendation to Dr. Irene Clark, Chair, Rhetoric and Composition Search and Screen, Dept. of English, CSUN, 18111 Nordhoff Street, Northridge, CA 91330-8248, USA. Priority consideration to applications received by November 30, 2013. CSUN is in the Los Angeles area and is an EO/AA employer.",,,
2013-2014,Holy Names U,Assistant Professor of English [20420],"Oakland, CA 94619",https://apply.interfolio.com/24075,TT,12/04/2013,2013-12-04,,,,
2013-2014,Oberlin C,"Assistant Professor, Rhetoric and Composition [19223]","Oberlin, OH 44074",https://apply.interfolio.com/22373,TT,09/01/2013,2013-09-01,,,,
2013-2014,Oberlin C,Visiting Assistant Professor of Rhetoric and Composition [20678],"Oberlin, OH 44074",https://apply.interfolio.com/24356,NTT,01/28/2013,2013-01-28,,,,
2013-2014,U of Maine,"Assistant Professor of Composition Studies, Fixed-Length [21056]","Orono, ME 04469",https://apply.interfolio.com/25033,TT,05/16/2014,2014-05-16,,,,
2013-2014,Butte C,English Instructor [20484],"Oroville, CA 95965",https://apply.interfolio.com/24141,NTT,12/12/2013,2013-12-12,,,,
2013-2014,Miami U,Assistant Professor of English [19232],"Oxford, OH 45056",https://apply.interfolio.com/22267,TT,09/03/2013,2013-09-03,,,,
2013-2014,Harper C,"ENGLISH, FULL-TIME, TENURE TRACK FACULTY [20472]","Palatine, IL 60067",https://apply.interfolio.com/24137,TT,12/11/2013,2013-12-11,,,,
2013-2014,C of the Desert,"Instructor, English - Full time [20744]","Palm Desert, CA 92260",https://apply.interfolio.com/24447,NTT,02/13/2013,2013-02-13,,,,
2013-2014,Drexel U,Advanced Assistant/Associate Professor of Composition & Rhetoric & Director of First-Year Writing [20526],"Philadelphia, PA 19104",https://apply.interfolio.com/24189,TT,12/18/2013,2013-12-18,,,,
